as_of,currency,net_liquidation,equity_with_loan_value,total_cash_value,available_funds,buying_power,excess_liquidity,initial_margin,maintenance_margin,gross_position_value,leverage,day_trades_remaining
2026-07-27T08:25:16.353Z,USD,20857.47,4427.76,3395.1,4169.6,16678.38,4169.6,258.16,258.16,17462.37,0.84,3
