record_id,ticker,company_name,sector,pe_low,pe_high,pe_median,eps_2026_ngap,fair_price_2026_low,fair_price_2026_high,median_price_2026,support_zone,eps_2027_ngap,fair_price_2027_low,fair_price_2027_high,median_price_2027,market_price,valuation_status,source_image,created_at,notes
WFC-20260727-img01,WFC,Wells Fargo & Co.,Financials,9.5,16.1,12.8,7.24,68.78,116.564,92.67,74.6-76.1 medium; 76.5-79.7/80.7-82.4/83.3-87.4 reference zones,7.92,75.24,127.512,101.38,86.5,below 2026/2027 median / watch,valuation/raw_images/2026-07-27-table.png,2026-07-27,Entered from uploaded screenshot summary row marked triangle.
