record_id,ticker,company_name,sector,pe_low,pe_high,pe_median,eps_2026_ngap,fair_price_2026_low,fair_price_2026_high,median_price_2026,support_zone,eps_2027_ngap,fair_price_2027_low,fair_price_2027_high,median_price_2027,market_price,valuation_status,source_image,created_at,notes
MS-20260727-img01,MS,Morgan Stanley,Financials,7.9,16.1,12,12.68,100.172,204.148,152.16,169-171 small; 172-184 strong; 188-196/208-219 medium,12.93,102.147,208.173,155.16,214,above high range / wait,valuation/raw_images/2026-07-27-table.png,2026-07-27,Entered from uploaded screenshot summary row marked triangle.
